year,age,people,sex
2004,70,178571,Female
2004,71,134229,Male
2004,71,232299,Female
2004,72,137578,Male
2004,72,236598,Female
2004,73,158920,Male
2004,73,288470,Female
2004,74,135958,Male
2004,74,260090,Female
2004,75,134590,Male
2004,75,270842,Female
2004,76,118758,Male
2004,76,246746,Female
2004,77,97061,Male
2004,77,234761,Female
2004,78,80159,Male
2004,78,213403,Female
2004,79,65957,Male
2004,79,194286,Female
2005,0,217975,Male
2005,0,205946,Female
2005,1,207607,Male
2005,1,196618,Female
2005,2,198857,Male
2005,2,186759,Female
2005,3,190804,Male
2005,3,179860,Female
2005,4,196262,Male
2005,4,185319,Female
2005,5,198239,Male
2005,5,188080,Female
2005,6,209547,Male
2005,6,200738,Female
2005,7,219375,Male
2005,7,208777,Female
2005,8,236974,Male
2005,8,225469,Female
2005,9,246208,Male
2005,9,234310,Female
2005,10,256315,Male
2005,10,243510,Female
2005,11,271273,Male
2005,11,258333,Female
2005,12,292444,Male
2005,12,278185,Female
2005,13,313925,Male
2005,13,298185,Female
2005,14,330147,Male
2005,14,313761,Female
2005,15,345705,Male
2005,15,329292,Female
2005,16,367954,Male
2005,16,351294,Female
2005,17,381496,Male
2005,17,363635,Female
2005,18,404256,Male
2005,18,386930,Female
2005,19,392337,Male
2005,19,376696,Female
2005,20,401792,Male
2005,20,385586,Female
2005,21,409460,Male
2005,21,392087,Female
2005,22,375099,Male
2005,22,356759,Female
2005,23,360169,Male
2005,23,349597,Female
2005,24,367674,Male
2005,24,357844,Female
2005,25,347913,Male
2005,25,339184,Female
2005,26,344251,Male
2005,26,339290,Female
2005,27,332263,Male
2005,27,330255,Female
2005,28,349346,Male
2005,28,347712,Female
2005,29,341165,Male
2005,29,343351,Female
2005,30,332062,Male
2005,30,335314,Female
2005,31,323041,Male
2005,31,327312,Female
2005,32,331788,Male
2005,32,339533,Female
2005,33,329398,Male
2005,33,335752,Female
2005,34,326363,Male
2005,34,333634,Female
2005,35,299661,Male
2005,35,310030,Female
2005,36,304509,Male
2005,36,316245,Female
2005,37,299776,Male
2005,37,314416,Female
2005,38,308413,Male
2005,38,325926,Female
2005,39,304679,Male
2005,39,325274,Female
2005,40,317886,Male
2005,40,341862,Female
2005,41,337944,Male
2005,41,367546,Female
2005,42,346170,Male
2005,42,379005,Female
2005,43,358559,Male
2005,43,393345,Female
2005,44,371275,Male
2005,44,409171,Female
2005,45,352737,Male
2005,45,395211,Female
2005,46,349485,Male
2005,46,393710,Female
2005,47,334563,Male
2005,47,380692,Female
2005,48,330412,Male
2005,48,381668,Female
2005,49,308251,Male
2005,49,359613,Female
2005,50,315318,Male
2005,50,372637,Female
2005,51,286771,Male
2005,51,343030,Female
2005,52,299215,Male
2005,52,360546,Female
2005,53,297768,Male
2005,53,359669,Female
2005,54,292549,Male
2005,54,358264,Female
2005,55,301043,Male
2005,55,376274,Female
2005,56,248813,Male
2005,56,314123,Female
2005,57,219155,Male
2005,57,282509,Female
2005,58,207612,Male
2005,58,275987,Female
2005,59,133388,Male
2005,59,183998,Female
2005,60,154611,Male
2005,60,216084,Female
2005,61,137102,Male
2005,61,195373,Female
2005,62,176093,Male
2005,62,254425,Female
2005,63,228281,Male
2005,63,333273,Female
2005,64,232196,Male
2005,64,344745,Female
2005,65,245363,Male
2005,65,377850,Female
2005,66,253539,Male
2005,66,395363,Female
2005,67,261316,Male
2005,67,404580,Female
2005,68,207737,Male
2005,68,325692,Female
2005,69,171747,Male
2005,69,269299,Female
2005,70,125976,Male
2005,70,200596,Female
2005,71,103396,Male
2005,71,172621,Female
2005,72,125133,Male
2005,72,224009,Female
2005,73,127900,Male
2005,73,227460,Female
2005,74,147058,Male
2005,74,276373,Female
2005,75,124350,Male
2005,75,247399,Female
2005,76,122477,Male
2005,76,256208,Female
2005,77,107695,Male
2005,77,232157,Female
2005,78,87355,Male
2005,78,219293,Female
2005,79,71556,Male
2005,79,197753,Female
2006,0,217579,Male
2006,0,204985,Female
2006,1,217384,Male
2006,1,205498,Female
2006,2,207349,Male
2006,2,196448,Female
2006,3,198729,Male
2006,3,186648,Female
2006,4,190661,Male
2006,4,179803,Female
2006,5,196148,Male
2006,5,185232,Female
2006,6,198150,Male
2006,6,187979,Female
2006,7,209467,Male
2006,7,200656,Female
2006,8,219258,Male
2006,8,208712,Female
2006,9,236845,Male
2006,9,225431,Female
2006,10,246116,Male
2006,10,234228,Female
2006,11,256226,Male
2006,11,243402,Female
2006,12,271164,Male
2006,12,258293,Female
2006,13,292269,Male
2006,13,278099,Female
2006,14,313809,Male
2006,14,298114,Female
2006,15,329943,Male
2006,15,313663,Female
2006,16,345527,Male
2006,16,329183,Female
2006,17,367728,Male
2006,17,351243,Female
2006,18,381262,Male
2006,18,363533,Female
2006,19,403894,Male
2006,19,386773,Female
2006,20,391765,Male
2006,20,376527,Female
2006,21,401153,Male
2006,21,385337,Female
2006,22,408616,Male
2006,22,391697,Female
2006,23,374221,Male
2006,23,356320,Female
2006,24,359114,Male
2006,24,349191,Female
2006,25,366454,Male
2006,25,357336,Female
2006,26,346591,Male
2006,26,338613,Female
2006,27,342793,Male
2006,27,338784,Female
2006,28,330769,Male
2006,28,329753,Female
2006,29,347749,Male
2006,29,347144,Female
2006,30,339368,Male
2006,30,342719,Female
2006,31,330267,Male
2006,31,334687,Female
2006,32,321167,Male
2006,32,326739,Female
2006,33,329672,Male
2006,33,338819,Female
2006,34,327443,Male
2006,34,335139,Female
2006,35,324033,Male
2006,35,332870,Female
2006,36,297459,Male
2006,36,309386,Female
2006,37,302153,Male
2006,37,315475,Female
2006,38,297262,Male
2006,38,313585,Female
2006,39,305657,Male
2006,39,325094,Female
2006,40,301459,Male
2006,40,324332,Female
2006,41,314552,Male
2006,41,340914,Female
2006,42,334191,Male
2006,42,366383,Female
2006,43,342054,Male
2006,43,377686,Female
2006,44,354247,Male
2006,44,392010,Female
2006,45,366020,Male
2006,45,407570,Female
2006,46,347682,Male
2006,46,393572,Female
2006,47,344094,Male
2006,47,391948,Female
2006,48,329036,Male
2006,48,378938,Female
2006,49,324642,Male
2006,49,379768,Female
2006,50,301879,Male
2006,50,357388,Female
2006,51,308916,Male
2006,51,370353,Female
2006,52,280428,Male
2006,52,340847,Female
2006,53,292365,Male
2006,53,358020,Female
2006,54,290794,Male
2006,54,356897,Female
2006,55,284976,Male
2006,55,355307,Female
2006,56,292758,Male
2006,56,372621,Female
2006,57,242140,Male
2006,57,310852,Female
2006,58,212871,Male
2006,58,279493,Female
2006,59,201326,Male
2006,59,272747,Female
2006,60,128679,Male
2006,60,181682,Female
2006,61,148499,Male
2006,61,213074,Female
2006,62,131715,Male
2006,62,192476,Female
2006,63,168580,Male
2006,63,250445,Female
2006,64,218641,Male
2006,64,327803,Female
2006,65,221796,Male
2006,65,338630,Female
2006,66,233732,Male
2006,66,370506,Female
2006,67,240636,Male
2006,67,386906,Female
2006,68,247300,Male
2006,68,394850,Female
2006,69,196196,Male
2006,69,317065,Female
2006,70,161314,Male
2006,70,261213,Female
2006,71,117689,Male
2006,71,193958,Female
2006,72,96129,Male
2006,72,166327,Female
2006,73,115989,Male
2006,73,215034,Female
2006,74,118155,Male
2006,74,217560,Female
2006,75,134962,Male
2006,75,263387,Female
2006,76,112926,Male
2006,76,233931,Female
2006,77,110515,Male
2006,77,240646,Female
2006,78,96615,Male
2006,78,216815,Female
2006,79,77771,Male
2006,79,203101,Female
2007,0,234110,Male
2007,0,222616,Female
2007,1,217030,Male
2007,1,204542,Female
2007,2,217220,Male
2007,2,205370,Female
2007,3,207221,Male
2007,3,196376,Female
2007,4,198636,Male
2007,4,186589,Female
2007,5,190580,Male
2007,5,179729,Female
2007,6,196068,Male
2007,6,185166,Female
2007,7,198055,Male
2007,7,187915,Female
2007,8,209398,Male
2007,8,200626,Female
2007,9,219169,Male
2007,9,208669,Female
2007,10,236773,Male
2007,10,225390,Female
2007,11,246055,Male
2007,11,234191,Female
2007,12,256145,Male
2007,12,243322,Female
2007,13,271065,Male
2007,13,258226,Female
2007,14,292143,Male
2007,14,278044,Female
2007,15,313624,Male
2007,15,298007,Female
2007,16,329802,Male
2007,16,313591,Female
2007,17,345389,Male
2007,17,329214,Female
2007,18,367741,Male
2007,18,351291,Female
2007,19,381214,Male
2007,19,363550,Female
2007,20,403751,Male
2007,20,386684,Female
2007,21,391485,Male
2007,21,376437,Female
2007,22,400733,Male
2007,22,385126,Female
2007,23,408015,Male
2007,23,391441,Female
2007,24,373616,Male
2007,24,356062,Female
2007,25,358246,Male
2007,25,348870,Female
2007,26,365483,Male
2007,26,356968,Female
2007,27,345387,Male
2007,27,338270,Female
2007,28,341520,Male
2007,28,338252,Female
2007,29,329366,Male
2007,29,329289,Female
2007,30,346061,Male
2007,30,346595,Female
2007,31,337704,Male
2007,31,342130,Female
2007,32,328560,Male
2007,32,334133,Female
2007,33,319305,Male
2007,33,326169,Female
2007,34,327792,Male
2007,34,338180,Female
2007,35,325333,Male
2007,35,334424,Female
2007,36,321977,Male
2007,36,332149,Female
2007,37,295363,Male
2007,37,308700,Female
2007,38,299974,Male
2007,38,314721,Female
2007,39,294945,Male
2007,39,312845,Female
2007,40,302700,Male
2007,40,324206,Female
2007,41,298696,Male
2007,41,323491,Female
2007,42,311328,Male
2007,42,339945,Female
2007,43,330557,Male
2007,43,365201,Female
2007,44,338227,Male
2007,44,376472,Female
2007,45,349753,Male
2007,45,390571,Female
2007,46,361297,Male
2007,46,406083,Female
2007,47,342790,Male
2007,47,391833,Female
2007,48,338921,Male
2007,48,390283,Female
2007,49,323676,Male
2007,49,377214,Female
2007,50,318639,Male
2007,50,377867,Female
2007,51,296351,Male
2007,51,355388,Female
2007,52,302774,Male
2007,52,368123,Female
2007,53,274555,Male
2007,53,338724,Female
2007,54,285948,Male
2007,54,355575,Female
2007,55,283785,Male
2007,55,354108,Female
2007,56,277998,Male
2007,56,352197,Female
2007,57,285041,Male
2007,57,369121,Female
2007,58,235452,Male
2007,58,307891,Female
2007,59,206696,Male
2007,59,276530,Female
2007,60,194916,Male
2007,60,269535,Female
2007,61,124158,Male
2007,61,179491,Female
2007,62,142889,Male
2007,62,210081,Female
2007,63,126373,Male
2007,63,189492,Female
2007,64,161511,Male
2007,64,246257,Female
2007,65,209545,Male
2007,65,322285,Female
2007,66,211809,Male
2007,66,332168,Female
2007,67,222386,Male
2007,67,362831,Female
2007,68,227967,Male
2007,68,378046,Female
2007,69,233699,Male
2007,69,384894,Female
2007,70,184848,Male
2007,70,307741,Female
2007,71,151097,Male
2007,71,252742,Female
2007,72,109823,Male
2007,72,186987,Female
2007,73,89100,Male
2007,73,159842,Female
2007,74,106914,Male
2007,74,205671,Female
2007,75,108660,Male
2007,75,207164,Female
2007,76,123539,Male
2007,76,249873,Female
2007,77,102039,Male
2007,77,219781,Female
2007,78,99248,Male
2007,78,224997,Female
2007,79,86204,Male
2007,79,201054,Female
2008,0,240718,Male
2008,0,227641,Female
2008,1,233499,Male
2008,1,222135,Female
2008,2,216802,Male
2008,2,204352,Female
2008,3,217094,Male
2008,3,205280,Female
2008,4,207108,Male
2008,4,196317,Female
2008,5,198521,Male
2008,5,186528,Female
2008,6,190505,Male
2008,6,179651,Female
2008,7,195996,Male
2008,7,185146,Female
2008,8,197945,Male
2008,8,187852,Female
2008,9,209301,Male
2008,9,200550,Female
2008,10,219053,Male
2008,10,208594,Female
2008,11,236681,Male
2008,11,225359,Female
2008,12,245976,Male
2008,12,234117,Female
2008,13,256050,Male
2008,13,243268,Female
2008,14,270895,Male
2008,14,258157,Female
2008,15,291958,Male
2008,15,277914,Female
2008,16,313459,Male
2008,16,297925,Female
2008,17,329736,Male
2008,17,313604,Female
2008,18,345507,Male
2008,18,329277,Female
2008,19,367885,Male
2008,19,351268,Female
2008,20,380988,Male
2008,20,363454,Female
2008,21,403371,Male
2008,21,386493,Female
2008,22,390903,Male
2008,22,376227,Female
2008,23,400080,Male
2008,23,384838,Female
2008,24,407146,Male
2008,24,391037,Female
2008,25,372624,Male
2008,25,355672,Female
2008,26,357352,Male
2008,26,348506,Female
2008,27,364315,Male
2008,27,356487,Female
2008,28,343986,Male
2008,28,337794,Female
2008,29,340018,Male
2008,29,337708,Female
2008,30,327655,Male
2008,30,328740,Female
2008,31,344455,Male
2008,31,345935,Female
2008,32,335710,Male
2008,32,341417,Female
2008,33,326519,Male
2008,33,333520,Female
2008,34,317336,Male
2008,34,325521,Female
2008,35,325596,Male
2008,35,337412,Female
2008,36,323144,Male
2008,36,333726,Female
2008,37,319619,Male
2008,37,331439,Female
2008,38,293124,Male
2008,38,307906,Female
2008,39,297518,Male
2008,39,313867,Female
2008,40,291936,Male
2008,40,311804,Female
2008,41,299775,Male
2008,41,323255,Female
2008,42,295551,Male
2008,42,322493,Female
2008,43,307791,Male
2008,43,338810,Female
2008,44,326641,Male
2008,44,363933,Female
2008,45,333617,Male
2008,45,375043,Female
2008,46,345185,Male
2008,46,388976,Female
2008,47,356070,Male
2008,47,404396,Female
2008,48,337389,Male
2008,48,390025,Female
2008,49,333317,Male
2008,49,388350,Female
2008,50,317325,Male
2008,50,375178,Female
2008,51,312950,Male
2008,51,375731,Female
2008,52,290304,Male
2008,52,353271,Female
2008,53,296220,Male
2008,53,365634,Female
2008,54,268410,Male
2008,54,336376,Female
2008,55,278847,Male
2008,55,352868,Female
2008,56,276668,Male
2008,56,351064,Female
2008,57,270678,Male
2008,57,349062,Female
2008,58,276988,Male
2008,58,365390,Female
2008,59,228713,Male
2008,59,304709,Female
2008,60,199967,Male
2008,60,273349,Female
2008,61,187878,Male
2008,61,266310,Female
2008,62,119641,Male
2008,62,177100,Female
2008,63,137220,Male
2008,63,206975,Female
2008,64,121227,Male
2008,64,186413,Female
2008,65,154184,Male
2008,65,242026,Female
2008,66,200208,Male
2008,66,316504,Female
2008,67,201726,Male
2008,67,325441,Female
2008,68,210942,Male
2008,68,354691,Female
2008,69,215475,Male
2008,69,368695,Female
2008,70,220081,Male
2008,70,374279,Female
2008,71,173528,Male
2008,71,298133,Female
2008,72,141138,Male
2008,72,243880,Female
2008,73,101995,Male
2008,73,179778,Female
2008,74,82329,Male
2008,74,152942,Female
2008,75,98372,Male
2008,75,196131,Female
2008,76,99498,Male
2008,76,196463,Female
2008,77,112306,Male
2008,77,235830,Female
2008,78,91398,Male
2008,78,205309,Female
2008,79,88373,Male
2008,79,209026,Female
2009,0,261138,Male
2009,0,245204,Female
2009,1,240239,Male
2009,1,227251,Female
2009,2,233320,Male
2009,2,222023,Female
2009,3,216723,Male
2009,3,204291,Female
2009,4,217048,Male
2009,4,205238,Female
2009,5,207060,Male
2009,5,196298,Female
2009,6,198498,Male
2009,6,186482,Female
2009,7,190483,Male
2009,7,179616,Female
2009,8,195951,Male
2009,8,185102,Female
2009,9,197910,Male
2009,9,187829,Female
2009,10,209246,Male
2009,10,200512,Female
2009,11,219022,Male
2009,11,208561,Female
2009,12,236647,Male
2009,12,225326,Female
2009,13,245907,Male
2009,13,234075,Female
2009,14,255970,Male
2009,14,243218,Female
2009,15,270771,Male
2009,15,258063,Female
2009,16,291869,Male
2009,16,277922,Female
2009,17,313484,Male
2009,17,297980,Female
2009,18,329868,Male
2009,18,313700,Female
2009,19,345414,Male
2009,19,329343,Female
2009,20,367696,Male
2009,20,351174,Female
2009,21,380421,Male
2009,21,363306,Female
2009,22,402748,Male
2009,22,386261,Female
2009,23,390167,Male
2009,23,376002,Female
2009,24,399171,Male
2009,24,384548,Female
2009,25,406087,Male
2009,25,390658,Female
2009,26,371541,Male
2009,26,355315,Female
2009,27,356152,Male
2009,27,348083,Female
2009,28,362965,Male
2009,28,355992,Female
2009,29,342512,Male
2009,29,337282,Female
2009,30,338302,Male
2009,30,337118,Female
2009,31,325941,Male
2009,31,328136,Female
2009,32,342498,Male
2009,32,345266,Female
2009,33,333578,Male
2009,33,340636,Female
2009,34,324286,Male
2009,34,332859,Female
2009,35,315007,Male
2009,35,324760,Female
2009,36,323346,Male
2009,36,336640,Female
2009,37,320724,Male
2009,37,332936,Female
2009,38,317153,Male
2009,38,330585,Female
2009,39,290627,Male
2009,39,307045,Female
2009,40,294604,Male
2009,40,312946,Female
2009,41,289015,Male
2009,41,310894,Female
2009,42,296643,Male
2009,42,322177,Female
2009,43,292093,Male
2009,43,321400,Female
2009,44,304116,Male
2009,44,337616,Female
2009,45,322371,Male
2009,45,362581,Female
2009,46,329125,Male
2009,46,373547,Female
2009,47,340224,Male
2009,47,387342,Female
2009,48,350740,Male
2009,48,402611,Female
2009,49,332035,Male
2009,49,388134,Female
2009,50,327168,Male
2009,50,386283,Female
2009,51,311300,Male
2009,51,373106,Female
2009,52,306670,Male
2009,52,373482,Female
2009,53,284117,Male
2009,53,351171,Female
2009,54,289551,Male
2009,54,363198,Female
2009,55,261999,Male
2009,55,333894,Female
2009,56,271971,Male
2009,56,349936,Female
2009,57,269374,Male
2009,57,347896,Female
2009,58,263244,Male
2009,58,345825,Female
2009,59,268949,Male
2009,59,361528,Female
2009,60,221494,Male
2009,60,301340,Female
2009,61,193067,Male
2009,61,270040,Female
2009,62,181158,Male
2009,62,262922,Female
2009,63,115098,Male
2009,63,174553,Female
2009,64,131549,Male
2009,64,203760,Female
2009,65,115970,Male
2009,65,183235,Female
2009,66,147123,Male
2009,66,237608,Female
2009,67,191006,Male
2009,67,310484,Female
2009,68,191873,Male
2009,68,318547,Female
2009,69,199673,Male
2009,69,346068,Female
2009,70,203162,Male
2009,70,358742,Female
2009,71,206413,Male
2009,71,362929,Female
2009,72,162323,Male
2009,72,288143,Female
2009,73,131170,Male
2009,73,234640,Female
2009,74,94503,Male
2009,74,172021,Female
2009,75,75706,Male
2009,75,145828,Female
2009,76,90008,Male
2009,76,186308,Female
2009,77,90484,Male
2009,77,185271,Female
2009,78,101542,Male
2009,78,221483,Female
2009,79,81584,Male
2009,79,190449,Female
2010,0,262597,Male
2010,0,245947,Female
2010,1,260723,Male
2010,1,244938,Female
2010,2,240097,Male
2010,2,227149,Female
2010,3,233259,Male
2010,3,221974,Female
2010,4,216676,Male
2010,4,204230,Female
2010,5,217009,Male
2010,5,205209,Female
2010,6,207010,Male
2010,6,196298,Female
2010,7,198442,Male
2010,7,186465,Female
2010,8,190440,Male
2010,8,179582,Female
2010,9,195910,Male
2010,9,185094,Female
2010,10,197860,Male
2010,10,187794,Female
2010,11,209214,Male
2010,11,200479,Female
2010,12,218977,Male
2010,12,208490,Female
2010,13,236588,Male
2010,13,225284,Female
2010,14,245807,Male
2010,14,234018,Female
2010,15,255861,Male
2010,15,243168,Female
2010,16,270710,Male
2010,16,258045,Female
2010,17,291807,Male
2010,17,277975,Female
2010,18,313419,Male
2010,18,297996,Female
2010,19,329649,Male
2010,19,313673,Female
2010,20,345022,Male
2010,20,329277,Female
2010,21,367163,Male
2010,21,351038,Female
2010,22,379818,Male
2010,22,363145,Female
2010,23,402037,Male
2010,23,386098,Female
2010,24,389456,Male
2010,24,375761,Female
2010,25,398324,Male
2010,25,384282,Female
2010,26,405079,Male
2010,26,390373,Female
2010,27,370536,Male
2010,27,355010,Female
2010,28,355053,Male
2010,28,347710,Female
2010,29,361814,Male
2010,29,355547,Female
2010,30,341131,Male
2010,30,336756,Female
2010,31,336872,Male
2010,31,336573,Female
2010,32,324375,Male
2010,32,327550,Female
2010,33,340843,Male
2010,33,344686,Female
2010,34,331881,Male
2010,34,340039,Female
2010,35,322411,Male
2010,35,332233,Female
2010,36,313290,Male
2010,36,324095,Female
2010,37,321350,Male
2010,37,335965,Female
2010,38,318746,Male
2010,38,332217,Female
2010,39,315135,Male
2010,39,329898,Female
2010,40,288582,Male
2010,40,306336,Female
2010,41,292320,Male
2010,41,312085,Female
2010,42,286721,Male
2010,42,309991,Female
2010,43,294074,Male
2010,43,321304,Female
2010,44,289401,Male
2010,44,320454,Female
2010,45,300964,Male
2010,45,336463,Female
2010,46,319019,Male
2010,46,361302,Female
2010,47,325506,Male
2010,47,372183,Female
2010,48,336143,Male
2010,48,385909,Female
2010,49,346272,Male
2010,49,401020,Female
2010,50,327278,Male
2010,50,386313,Female
2010,51,322286,Male
2010,51,384399,Female
2010,52,306220,Male
2010,52,371174,Female
2010,53,301349,Male
2010,53,371348,Female
2010,54,278978,Male
2010,54,349145,Female
2010,55,283576,Male
2010,55,360845,Female
2010,56,256419,Male
2010,56,331385,Female
2010,57,265684,Male
2010,57,347184,Female
2010,58,262783,Male
2010,58,345012,Female
2010,59,256666,Male
2010,59,342610,Female
2010,60,261177,Male
2010,60,357751,Female
2010,61,214581,Male
2010,61,298035,Female
2010,62,186702,Male
2010,62,266854,Female
2010,63,174830,Male
2010,63,259514,Female
2010,64,111001,Male
2010,64,172130,Female
2010,65,126064,Male
2010,65,200403,Female
2010,66,110976,Male
2010,66,180019,Female
2010,67,140355,Male
2010,67,233091,Female
2010,68,182156,Male
2010,68,304231,Female
2010,69,182465,Male
2010,69,311326,Female
2010,70,188631,Male
2010,70,337232,Female
2010,71,191133,Male
2010,71,348467,Female
2010,72,193344,Male
2010,72,351191,Female
2010,73,151783,Male
2010,73,277696,Female
2010,74,121778,Male
2010,74,224844,Female
2010,75,87196,Male
2010,75,164368,Female
2010,76,69439,Male
2010,76,138549,Female
2010,77,81976,Male
2010,77,175975,Female
2010,78,81965,Male
2010,78,173906,Female
2010,79,91499,Male
2010,79,206655,Female
2011,0,254668,Male
2011,0,239343,Female
2011,1,262195,Male
2011,1,245647,Female
2011,2,260595,Male
2011,2,244842,Female
2011,3,240019,Male
2011,3,227100,Female
2011,4,233199,Male
2011,4,221955,Female
2011,5,216641,Male
2011,5,204213,Female
2011,6,216979,Male
2011,6,205208,Female
2011,7,206982,Male
2011,7,196296,Female
2011,8,198415,Male
2011,8,186452,Female
2011,9,190383,Male
2011,9,179567,Female
2011,10,195892,Male
2011,10,185085,Female
2011,11,197828,Male
2011,11,187763,Female
2011,12,209164,Male
2011,12,200467,Female
2011,13,218915,Male
2011,13,208432,Female
2011,14,236498,Male
2011,14,225247,Female
2011,15,245711,Male
2011,15,233968,Female
2011,16,255780,Male
2011,16,243148,Female
2011,17,270626,Male
2011,17,258058,Female
2011,18,291664,Male
2011,18,277955,Female
2011,19,313210,Male
2011,19,297972,Female
2011,20,329341,Male
2011,20,313643,Female
2011,21,344621,Male
2011,21,329250,Female
2011,22,366732,Male
2011,22,350988,Female
2011,23,379253,Male
2011,23,363074,Female
2011,24,401441,Male
2011,24,386012,Female
2011,25,388785,Male
2011,25,375664,Female
2011,26,397609,Male
2011,26,384146,Female
2011,27,404234,Male
2011,27,390130,Female
2011,28,369661,Male
2011,28,354709,Female
2011,29,354050,Male
2011,29,347384,Female
2011,30,360678,Male
2011,30,355143,Female
2011,31,339924,Male
2011,31,336321,Female
2011,32,335484,Male
2011,32,336065,Female
2011,33,322960,Male
2011,33,327014,Female
2011,34,339356,Male
2011,34,344168,Female
2011,35,330174,Male
2011,35,339520,Female
2011,36,320781,Male
2011,36,331626,Female
2011,37,311594,Male
2011,37,323518,Female
2011,38,319614,Male
2011,38,335292,Female
2011,39,316976,Male
2011,39,331526,Female
2011,40,313151,Male
2011,40,329210,Female
2011,41,286624,Male
2011,41,305616,Female
2011,42,290187,Male
2011,42,311271,Female
2011,43,284495,Male
2011,43,309115,Female
2011,44,291731,Male
2011,44,320455,Female
2011,45,286909,Male
2011,45,319585,Female
2011,46,298227,Male
2011,46,335492,Female
2011,47,315767,Male
2011,47,360104,Female
2011,48,322001,Male
2011,48,370919,Female
2011,49,332365,Male
2011,49,384486,Female
2011,50,341983,Male
2011,50,399414,Female
2011,51,322834,Male
2011,51,384708,Female
2011,52,317603,Male
2011,52,382639,Female
2011,53,301444,Male
2011,53,369229,Female
2011,54,296376,Male
2011,54,369351,Female
2011,55,273876,Male
2011,55,347101,Female
2011,56,278064,Male
2011,56,358427,Female
2011,57,250908,Male
2011,57,329004,Female
2011,58,259681,Male
2011,58,344428,Female
2011,59,256392,Male
2011,59,342033,Female
2011,60,249808,Male
2011,60,339321,Female
2011,61,253212,Male
2011,61,353956,Female
2011,62,207853,Male
2011,62,294567,Female
2011,63,180419,Male
2011,63,263423,Female
2011,64,168706,Male
2011,64,255945,Female
2011,65,106803,Male
2011,65,169553,Female
2011,66,120719,Male
2011,66,196809,Female
2011,67,106079,Male
2011,67,176524,Female
2011,68,133802,Male
2011,68,228164,Female
2011,69,173145,Male
2011,69,297587,Female
2011,70,172819,Male
2011,70,303477,Female
2011,71,177589,Male
2011,71,327569,Female
2011,72,179247,Male
2011,72,337296,Female
2011,73,180352,Male
2011,73,338607,Female
2011,74,140884,Male
2011,74,266577,Female
2011,75,112191,Male
2011,75,214425,Female
2011,76,79816,Male
2011,76,156042,Female
2011,77,63313,Male
2011,77,130785,Female
2011,78,74144,Male
2011,78,164903,Female
2011,79,73477,Male
2011,79,162156,Female
2012,0,257319,Male
2012,0,241656,Female
2012,1,254290,Male
2012,1,239066,Female
2012,2,262074,Male
2012,2,245582,Female
2012,3,260546,Male
2012,3,244779,Female
2012,4,239939,Male
2012,4,227066,Female
2012,5,233149,Male
2012,5,221946,Female
2012,6,216621,Male
2012,6,204201,Female
2012,7,216936,Male
2012,7,205168,Female
2012,8,206936,Male
2012,8,196289,Female
2012,9,198393,Male
2012,9,186452,Female
2012,10,190334,Male
2012,10,179530,Female
2012,11,195858,Male
2012,11,185080,Female
2012,12,197795,Male
2012,12,187741,Female
2012,13,209116,Male
2012,13,200455,Female
2012,14,218826,Male
2012,14,208388,Female
2012,15,236412,Male
2012,15,225189,Female
2012,16,245609,Male
2012,16,234009,Female
2012,17,255703,Male
2012,17,243185,Female
2012,18,270496,Male
2012,18,258075,Female
2012,19,291498,Male
2012,19,277969,Female
2012,20,312967,Male
2012,20,297944,Female
2012,21,329008,Male
2012,21,313646,Female
2012,22,344178,Male
2012,22,329231,Female
2012,23,366202,Male
2012,23,350939,Female
2012,24,378657,Male
2012,24,363051,Female
2012,25,400760,Male
2012,25,385941,Female
2012,26,388094,Male
2012,26,375600,Female
2012,27,396835,Male
2012,27,383957,Female
2012,28,403379,Male
2012,28,389940,Female
2012,29,368762,Male
2012,29,354493,Female
2012,30,353100,Male
2012,30,347076,Female
2012,31,359661,Male
2012,31,354788,Female
2012,32,338721,Male
2012,32,335876,Female
2012,33,334152,Male
2012,33,335636,Female
2012,34,321616,Male
2012,34,326577,Female
2012,35,337814,Male
2012,35,343611,Female
2012,36,328526,Male
2012,36,338982,Female
2012,37,319069,Male
2012,37,331018,Female
2012,38,309961,Male
2012,38,322898,Female
2012,39,317870,Male
2012,39,334662,Female
2012,40,315131,Male
2012,40,330855,Female
2012,41,311217,Male
2012,41,328456,Female
2012,42,284671,Male
2012,42,304963,Female
2012,43,288184,Male
2012,43,310541,Female
2012,44,282238,Male
2012,44,308307,Female
2012,45,289325,Male
2012,45,319650,Female
2012,46,284526,Male
2012,46,318665,Female
2012,47,295373,Male
2012,47,334480,Female
2012,48,312563,Male
2012,48,358933,Female
2012,49,318620,Male
2012,49,369642,Female
2012,50,328499,Male
2012,50,383002,Female
2012,51,337729,Male
2012,51,397779,Female
2012,52,318278,Male
2012,52,382989,Female
2012,53,312857,Male
2012,53,380826,Female
2012,54,296711,Male
2012,54,367328,Female
2012,55,291393,Male
2012,55,367402,Female
2012,56,268657,Male
2012,56,345056,Female
2012,57,272406,Male
2012,57,355974,Female
2012,58,245472,Male
2012,58,326464,Female
2012,59,253626,Male
2012,59,341683,Female
2012,60,249987,Male
2012,60,338987,Female
2012,61,242894,Male
2012,61,336014,Female
2012,62,245521,Male
2012,62,349845,Female
2012,63,201110,Male
2012,63,290886,Female
2012,64,174256,Male
2012,64,259997,Female
2012,65,162669,Male
2012,65,252157,Female
