year,age,people,sex
1996,75,67286,Male
1996,75,169757,Female
1996,76,62828,Male
1996,76,167799,Female
1996,77,55120,Male
1996,77,146920,Female
1996,78,37072,Male
1996,78,103992,Female
1996,79,35788,Male
1996,79,105970,Female
1997,0,238069,Male
1997,0,223722,Female
1997,1,249187,Male
1997,1,235812,Female
1997,2,261996,Male
1997,2,248321,Female
1997,3,279237,Male
1997,3,265608,Female
1997,4,298517,Male
1997,4,283960,Female
1997,5,320106,Male
1997,5,304016,Female
1997,6,334347,Male
1997,6,318052,Female
1997,7,352098,Male
1997,7,335640,Female
1997,8,377330,Male
1997,8,360063,Female
1997,9,384894,Male
1997,9,367810,Female
1997,10,405921,Male
1997,10,389593,Female
1997,11,394136,Male
1997,11,379739,Female
1997,12,404820,Male
1997,12,388483,Female
1997,13,412112,Male
1997,13,396023,Female
1997,14,379873,Male
1997,14,362874,Female
1997,15,366407,Male
1997,15,354636,Female
1997,16,376428,Male
1997,16,363989,Female
1997,17,360852,Male
1997,17,349730,Female
1997,18,359320,Male
1997,18,349844,Female
1997,19,349945,Male
1997,19,342511,Female
1997,20,367624,Male
1997,20,359133,Female
1997,21,360415,Male
1997,21,356512,Female
1997,22,354868,Male
1997,22,349225,Female
1997,23,351351,Male
1997,23,342443,Female
1997,24,361829,Male
1997,24,354659,Female
1997,25,353853,Male
1997,25,344898,Female
1997,26,342434,Male
1997,26,338975,Female
1997,27,317662,Male
1997,27,316833,Female
1997,28,320799,Male
1997,28,325092,Female
1997,29,321728,Male
1997,29,323808,Female
1997,30,329313,Male
1997,30,334698,Female
1997,31,324398,Male
1997,31,332722,Female
1997,32,341593,Male
1997,32,351500,Female
1997,33,363853,Male
1997,33,377541,Female
1997,34,374596,Male
1997,34,391244,Female
1997,35,386046,Male
1997,35,402586,Female
1997,36,401932,Male
1997,36,419094,Female
1997,37,387130,Male
1997,37,409420,Female
1997,38,383647,Male
1997,38,406001,Female
1997,39,372784,Male
1997,39,396131,Female
1997,40,366600,Male
1997,40,394175,Female
1997,41,346904,Male
1997,41,374585,Female
1997,42,357193,Male
1997,42,388550,Female
1997,43,328697,Male
1997,43,360718,Female
1997,44,345604,Male
1997,44,379875,Female
1997,45,342597,Male
1997,45,376774,Female
1997,46,339726,Male
1997,46,377827,Female
1997,47,354059,Male
1997,47,399210,Female
1997,48,295479,Male
1997,48,335628,Female
1997,49,263790,Male
1997,49,302902,Female
1997,50,250661,Male
1997,50,295428,Female
1997,51,163297,Male
1997,51,197352,Female
1997,52,193327,Male
1997,52,234231,Female
1997,53,173589,Male
1997,53,212407,Female
1997,54,225687,Male
1997,54,279273,Female
1997,55,292462,Male
1997,55,364181,Female
1997,56,302482,Male
1997,56,380204,Female
1997,57,327290,Male
1997,57,422376,Female
1997,58,344936,Male
1997,58,447954,Female
1997,59,362915,Male
1997,59,462538,Female
1997,60,291737,Male
1997,60,376430,Female
1997,61,247569,Male
1997,61,316832,Female
1997,62,186949,Male
1997,62,240264,Female
1997,63,158681,Male
1997,63,213238,Female
1997,64,196121,Male
1997,64,279548,Female
1997,65,205564,Male
1997,65,289106,Female
1997,66,235986,Male
1997,66,349838,Female
1997,67,219788,Male
1997,67,335044,Female
1997,68,222757,Male
1997,68,355970,Female
1997,69,203737,Male
1997,69,332495,Female
1997,70,171692,Male
1997,70,328968,Female
1997,71,147558,Male
1997,71,309368,Female
1997,72,129220,Male
1997,72,297473,Female
1997,73,107733,Male
1997,73,257993,Female
1997,74,87658,Male
1997,74,231812,Female
1997,75,77429,Male
1997,75,196021,Female
1997,76,60936,Male
1997,76,159563,Female
1997,77,56339,Male
1997,77,155687,Female
1997,78,49405,Male
1997,78,137121,Female
1997,79,32638,Male
1997,79,94792,Female
1998,0,224714,Male
1998,0,212900,Female
1998,1,237505,Male
1998,1,223809,Female
1998,2,248608,Male
1998,2,235542,Female
1998,3,261033,Male
1998,3,247378,Female
1998,4,277710,Male
1998,4,264187,Female
1998,5,297276,Male
1998,5,282789,Female
1998,6,318874,Male
1998,6,302854,Female
1998,7,333454,Male
1998,7,317267,Female
1998,8,350896,Male
1998,8,334342,Female
1998,9,375563,Male
1998,9,358398,Female
1998,10,384339,Male
1998,10,367028,Female
1998,11,405720,Male
1998,11,389181,Female
1998,12,393892,Male
1998,12,379267,Female
1998,13,404495,Male
1998,13,388020,Female
1998,14,412075,Male
1998,14,395419,Female
1998,15,379424,Male
1998,15,362006,Female
1998,16,365695,Male
1998,16,354030,Female
1998,17,374872,Male
1998,17,362434,Female
1998,18,359830,Male
1998,18,348084,Female
1998,19,357636,Male
1998,19,347888,Female
1998,20,347654,Male
1998,20,340368,Female
1998,21,365435,Male
1998,21,357341,Female
1998,22,356995,Male
1998,22,353538,Female
1998,23,351538,Male
1998,23,346533,Female
1998,24,347120,Male
1998,24,339451,Female
1998,25,357026,Male
1998,25,351849,Female
1998,26,350310,Male
1998,26,343290,Female
1998,27,340681,Male
1998,27,338236,Female
1998,28,315324,Male
1998,28,315687,Female
1998,29,319027,Male
1998,29,323503,Female
1998,30,318895,Male
1998,30,322320,Female
1998,31,326797,Male
1998,31,333326,Female
1998,32,322040,Male
1998,32,331625,Female
1998,33,338725,Male
1998,33,349880,Female
1998,34,360666,Male
1998,34,376074,Female
1998,35,371196,Male
1998,35,389436,Female
1998,36,382934,Male
1998,36,401463,Female
1998,37,398671,Male
1998,37,417894,Female
1998,38,383125,Male
1998,38,407409,Female
1998,39,379873,Male
1998,39,404516,Female
1998,40,368155,Male
1998,40,393962,Female
1998,41,362727,Male
1998,41,392678,Female
1998,42,342436,Male
1998,42,372671,Female
1998,43,352562,Male
1998,43,386635,Female
1998,44,323903,Male
1998,44,358395,Female
1998,45,340126,Male
1998,45,377447,Female
1998,46,337762,Male
1998,46,374990,Female
1998,47,334591,Male
1998,47,375670,Female
1998,48,348260,Male
1998,48,396513,Female
1998,49,290000,Male
1998,49,333056,Female
1998,50,258468,Male
1998,50,300566,Female
1998,51,245677,Male
1998,51,293406,Female
1998,52,159977,Male
1998,52,196022,Female
1998,53,188792,Male
1998,53,232334,Female
1998,54,169379,Male
1998,54,210620,Female
1998,55,219931,Male
1998,55,276590,Female
1998,56,285307,Male
1998,56,361168,Female
1998,57,294716,Male
1998,57,376742,Female
1998,58,318180,Male
1998,58,417855,Female
1998,59,334641,Male
1998,59,442494,Female
1998,60,350429,Male
1998,60,456529,Female
1998,61,281735,Male
1998,61,371202,Female
1998,62,238582,Male
1998,62,312157,Female
1998,63,179523,Male
1998,63,236264,Female
1998,64,151914,Male
1998,64,208937,Female
1998,65,187402,Male
1998,65,273776,Female
1998,66,196051,Male
1998,66,282808,Female
1998,67,225384,Male
1998,67,343153,Female
1998,68,207739,Male
1998,68,326060,Female
1998,69,209963,Male
1998,69,345612,Female
1998,70,191285,Male
1998,70,321959,Female
1998,71,160457,Male
1998,71,317361,Female
1998,72,137343,Male
1998,72,297272,Female
1998,73,119446,Male
1998,73,284518,Female
1998,74,99180,Male
1998,74,245616,Female
1998,75,80041,Male
1998,75,219007,Female
1998,76,70647,Male
1998,76,184662,Female
1998,77,55016,Male
1998,77,148957,Female
1998,78,50269,Male
1998,78,143335,Female
1998,79,44103,Male
1998,79,127499,Female
1999,0,212834,Male
1999,0,202058,Female
1999,1,223148,Male
1999,1,211842,Female
1999,2,237507,Male
1999,2,224340,Female
1999,3,248102,Male
1999,3,235317,Female
1999,4,259867,Male
1999,4,246405,Female
1999,5,276106,Male
1999,5,262716,Female
1999,6,296011,Male
1999,6,281616,Female
1999,7,317589,Male
1999,7,301600,Female
1999,8,332602,Male
1999,8,316225,Female
1999,9,349501,Male
1999,9,333073,Female
1999,10,373659,Male
1999,10,356465,Female
1999,11,383733,Male
1999,11,366169,Female
1999,12,405404,Male
1999,12,388543,Female
1999,13,393580,Male
1999,13,378606,Female
1999,14,403923,Male
1999,14,387478,Female
1999,15,411777,Male
1999,15,394803,Female
1999,16,378743,Male
1999,16,360996,Female
1999,17,364473,Male
1999,17,352884,Female
1999,18,374121,Male
1999,18,361654,Female
1999,19,358012,Male
1999,19,345813,Female
1999,20,355568,Male
1999,20,346004,Female
1999,21,344823,Male
1999,21,338107,Female
1999,22,362256,Male
1999,22,354337,Female
1999,23,354568,Male
1999,23,350990,Female
1999,24,348177,Male
1999,24,343895,Female
1999,25,342678,Male
1999,25,336573,Female
1999,26,352235,Male
1999,26,349013,Female
1999,27,346487,Male
1999,27,341544,Female
1999,28,338445,Male
1999,28,337153,Female
1999,29,313048,Male
1999,29,314443,Female
1999,30,317107,Male
1999,30,322053,Female
1999,31,316070,Male
1999,31,320620,Female
1999,32,324045,Male
1999,32,331880,Female
1999,33,319649,Male
1999,33,330296,Female
1999,34,335727,Male
1999,34,348274,Female
1999,35,357536,Male
1999,35,374428,Female
1999,36,367851,Male
1999,36,387421,Female
1999,37,379908,Male
1999,37,400159,Female
1999,38,395349,Male
1999,38,416575,Female
1999,39,379223,Male
1999,39,405286,Female
1999,40,375928,Male
1999,40,402861,Female
1999,41,363724,Male
1999,41,391809,Female
1999,42,358762,Male
1999,42,391143,Female
1999,43,338184,Male
1999,43,370747,Female
1999,44,347959,Male
1999,44,384606,Female
1999,45,319078,Male
1999,45,356074,Female
1999,46,334979,Male
1999,46,374999,Female
1999,47,332969,Male
1999,47,373129,Female
1999,48,329680,Male
1999,48,373348,Female
1999,49,342531,Male
1999,49,393790,Female
1999,50,284581,Male
1999,50,330338,Female
1999,51,253488,Male
1999,51,298100,Female
1999,52,241017,Male
1999,52,291345,Female
1999,53,156649,Male
1999,53,194717,Female
1999,54,184478,Male
1999,54,230435,Female
1999,55,165203,Male
1999,55,208778,Female
1999,56,214543,Male
1999,56,273819,Female
1999,57,278362,Male
1999,57,358107,Female
1999,58,287565,Male
1999,58,373149,Female
1999,59,309356,Male
1999,59,413160,Female
1999,60,324024,Male
1999,60,436930,Female
1999,61,338957,Male
1999,61,450637,Female
1999,62,272090,Male
1999,62,365836,Female
1999,63,230017,Male
1999,63,307352,Female
1999,64,172573,Male
1999,64,232261,Female
1999,65,145358,Male
1999,65,204498,Female
1999,66,178988,Male
1999,66,267843,Female
1999,67,186787,Male
1999,67,276153,Female
1999,68,215301,Male
1999,68,336036,Female
1999,69,196142,Male
1999,69,316421,Female
1999,70,197585,Male
1999,70,334806,Female
1999,71,179130,Male
1999,71,310978,Female
1999,72,149721,Male
1999,72,305355,Female
1999,73,127702,Male
1999,73,284984,Female
1999,74,110216,Male
1999,74,270795,Female
1999,75,91076,Male
1999,75,232523,Female
1999,76,72856,Male
1999,76,206210,Female
1999,77,63951,Male
1999,77,173258,Female
1999,78,49490,Male
1999,78,138542,Female
1999,79,44601,Male
1999,79,131060,Female
2000,0,198354,Male
2000,0,186626,Female
2000,1,211574,Male
2000,1,201520,Female
2000,2,222025,Male
2000,2,210955,Female
2000,3,237571,Male
2000,3,224936,Female
2000,4,247730,Male
2000,4,235171,Female
2000,5,258911,Male
2000,5,245649,Female
2000,6,274767,Male
2000,6,261421,Female
2000,7,295126,Male
2000,7,280635,Female
2000,8,316689,Male
2000,8,300710,Female
2000,9,332133,Male
2000,9,315643,Female
2000,10,348546,Male
2000,10,332038,Female
2000,11,372185,Male
2000,11,355096,Female
2000,12,383486,Male
2000,12,365679,Female
2000,13,405515,Male
2000,13,388381,Female
2000,14,393611,Male
2000,14,378294,Female
2000,15,403743,Male
2000,15,387170,Female
2000,16,411699,Male
2000,16,394344,Female
2000,17,378173,Male
2000,17,359877,Female
2000,18,364007,Male
2000,18,352268,Female
2000,19,373278,Male
2000,19,360957,Female
2000,20,356040,Male
2000,20,344301,Female
2000,21,353246,Male
2000,21,344551,Female
2000,22,342278,Male
2000,22,336205,Female
2000,23,359744,Male
2000,23,352897,Female
2000,24,351949,Male
2000,24,349131,Female
2000,25,344642,Male
2000,25,341768,Female
2000,26,337944,Male
2000,26,334177,Female
2000,27,347419,Male
2000,27,346611,Female
2000,28,342767,Male
2000,28,340297,Female
2000,29,336524,Male
2000,29,336734,Female
2000,30,310539,Male
2000,30,313684,Female
2000,31,315051,Male
2000,31,320986,Female
2000,32,313033,Male
2000,32,319463,Female
2000,33,321395,Male
2000,33,330804,Female
2000,34,317269,Male
2000,34,329579,Female
2000,35,332848,Male
2000,35,347162,Female
2000,36,354366,Male
2000,36,373351,Female
2000,37,364536,Male
2000,37,385932,Female
2000,38,376970,Male
2000,38,399262,Female
2000,39,392200,Male
2000,39,415637,Female
2000,40,375160,Male
2000,40,403527,Female
2000,41,372181,Male
2000,41,401504,Female
2000,42,359431,Male
2000,42,389912,Female
2000,43,354779,Male
2000,43,389834,Female
2000,44,333954,Male
2000,44,369013,Female
2000,45,343351,Male
2000,45,382852,Female
2000,46,314360,Male
2000,46,353876,Female
2000,47,329705,Male
2000,47,372773,Female
2000,48,328141,Male
2000,48,371416,Female
2000,49,324565,Male
2000,49,371216,Female
2000,50,336486,Male
2000,50,391172,Female
2000,51,279460,Male
2000,51,327918,Female
2000,52,248474,Male
2000,52,295800,Female
2000,53,236132,Male
2000,53,289317,Female
2000,54,153343,Male
2000,54,193346,Female
2000,55,179927,Male
2000,55,228545,Female
2000,56,161042,Male
2000,56,206984,Female
2000,57,208991,Male
2000,57,271191,Female
2000,58,271361,Male
2000,58,355048,Female
2000,59,279809,Male
2000,59,369619,Female
2000,60,299927,Male
2000,60,408422,Female
2000,61,313367,Male
2000,61,431414,Female
2000,62,327025,Male
2000,62,444500,Female
2000,63,262164,Male
2000,63,360518,Female
2000,64,221053,Male
2000,64,302361,Female
2000,65,165209,Male
2000,65,227940,Female
2000,66,138717,Male
2000,66,199954,Female
2000,67,170418,Male
2000,67,261512,Female
2000,68,177319,Male
2000,68,269136,Female
2000,69,204863,Male
2000,69,328520,Female
2000,70,184143,Male
2000,70,306400,Female
2000,71,184966,Male
2000,71,323666,Female
2000,72,167102,Male
2000,72,299588,Female
2000,73,138864,Male
2000,73,292525,Female
2000,74,117890,Male
2000,74,272000,Female
2000,75,100913,Male
2000,75,256547,Female
2000,76,82848,Male
2000,76,219074,Female
2000,77,65831,Male
2000,77,192741,Female
2000,78,57521,Male
2000,78,161462,Female
2000,79,44127,Male
2000,79,127666,Female
2001,0,197071,Male
2001,0,184168,Female
2001,1,198423,Male
2001,1,187455,Female
2001,2,210837,Male
2001,2,201364,Female
2001,3,220976,Male
2001,3,210133,Female
2001,4,237644,Male
2001,4,225509,Female
2001,5,247322,Male
2001,5,235011,Female
2001,6,257989,Male
2001,6,244858,Female
2001,7,273400,Male
2001,7,260128,Female
2001,8,294140,Male
2001,8,279692,Female
2001,9,315702,Male
2001,9,299816,Female
2001,10,331620,Male
2001,10,315015,Female
2001,11,347534,Male
2001,11,331073,Female
2001,12,370686,Male
2001,12,353625,Female
2001,13,383189,Male
2001,13,365171,Female
2001,14,405625,Male
2001,14,388117,Female
2001,15,393572,Male
2001,15,377931,Female
2001,16,403599,Male
2001,16,386913,Female
2001,17,411527,Male
2001,17,393848,Female
2001,18,377783,Male
2001,18,358985,Female
2001,19,363604,Male
2001,19,351763,Female
2001,20,372275,Male
2001,20,360318,Female
2001,21,353983,Male
2001,21,342837,Female
2001,22,350922,Male
2001,22,343085,Female
2001,23,339633,Male
2001,23,334373,Female
2001,24,357097,Male
2001,24,351461,Female
2001,25,349116,Male
2001,25,347411,Female
2001,26,340949,Male
2001,26,339768,Female
2001,27,333119,Male
2001,27,331726,Female
2001,28,342493,Male
2001,28,344152,Female
2001,29,338820,Male
2001,29,339088,Female
2001,30,334340,Male
2001,30,336347,Female
2001,31,308037,Male
2001,31,312903,Female
2001,32,313017,Male
2001,32,319893,Female
2001,33,309841,Male
2001,33,318208,Female
2001,34,318609,Male
2001,34,329704,Female
2001,35,314659,Male
2001,35,328759,Female
2001,36,329808,Male
2001,36,345991,Female
2001,37,351159,Male
2001,37,372165,Female
2001,38,360838,Male
2001,38,384308,Female
2001,39,373653,Male
2001,39,398258,Female
2001,40,388346,Male
2001,40,414590,Female
2001,41,370789,Male
2001,41,401728,Female
2001,42,367998,Male
2001,42,400126,Female
2001,43,354633,Male
2001,43,387964,Female
2001,44,350264,Male
2001,44,388428,Female
2001,45,328924,Male
2001,45,367222,Female
2001,46,338163,Male
2001,46,380942,Female
2001,47,309088,Male
2001,47,351666,Female
2001,48,323928,Male
2001,48,370323,Female
2001,49,322727,Male
2001,49,369489,Female
2001,50,318674,Male
2001,50,368925,Female
2001,51,330028,Male
2001,51,388504,Female
2001,52,273695,Male
2001,52,325215,Female
2001,53,243015,Male
2001,53,293386,Female
2001,54,230846,Male
2001,54,287126,Female
2001,55,149568,Male
2001,55,191840,Female
2001,56,175218,Male
2001,56,226408,Female
2001,57,156600,Male
2001,57,204960,Female
2001,58,202994,Male
2001,58,268305,Female
2001,59,263900,Male
2001,59,351677,Female
2001,60,271291,Male
2001,60,365664,Female
2001,61,289832,Male
2001,61,403356,Female
2001,62,301980,Male
2001,62,425261,Female
2001,63,314016,Male
2001,63,437767,Female
2001,64,251695,Male
2001,64,354592,Female
2001,65,211410,Male
2001,65,296635,Female
2001,66,157614,Male
2001,66,223204,Female
2001,67,131880,Male
2001,67,194985,Female
2001,68,161420,Male
2001,68,254829,Female
2001,69,167649,Male
2001,69,261683,Female
2001,70,194230,Male
2001,70,320309,Female
2001,71,171907,Male
2001,71,295514,Female
2001,72,171953,Male
2001,72,311338,Female
2001,73,154197,Male
2001,73,287521,Female
2001,74,128061,Male
2001,74,278847,Female
2001,75,108036,Male
2001,75,257998,Female
2001,76,91396,Male
2001,76,241536,Female
2001,77,74535,Male
2001,77,204858,Female
2001,78,58897,Male
2001,78,178560,Female
2001,79,51234,Male
2001,79,149110,Female
2002,0,183728,Male
2002,0,174438,Female
2002,1,197079,Male
2002,1,185763,Female
2002,2,198994,Male
2002,2,188746,Female
2002,3,211056,Male
2002,3,201994,Female
2002,4,221367,Male
2002,4,211030,Female
2002,5,238066,Male
2002,5,226191,Female
2002,6,247834,Male
2002,6,235838,Female
2002,7,257962,Male
2002,7,244903,Female
2002,8,273724,Male
2002,8,260868,Female
2002,9,294357,Male
2002,9,279364,Female
2002,10,316649,Male
2002,10,300977,Female
2002,11,332028,Male
2002,11,315536,Female
2002,12,346771,Male
2002,12,330212,Female
2002,13,370864,Male
2002,13,354080,Female
2002,14,384227,Male
2002,14,365217,Female
2002,15,405506,Male
2002,15,388372,Female
2002,16,393151,Male
2002,16,377438,Female
2002,17,404761,Male
2002,17,387885,Female
2002,18,411127,Male
2002,18,392748,Female
2002,19,374993,Male
2002,19,355587,Female
2002,20,362328,Male
2002,20,350984,Female
2002,21,369762,Male
2002,21,358296,Female
2002,22,351105,Male
2002,22,340829,Female
2002,23,347774,Male
2002,23,340772,Female
2002,24,336016,Male
2002,24,331722,Female
2002,25,354896,Male
2002,25,350699,Female
2002,26,344156,Male
2002,26,343271,Female
2002,27,337491,Male
2002,27,337833,Female
2002,28,327280,Male
2002,28,328745,Female
2002,29,336693,Male
2002,29,340946,Female
2002,30,334121,Male
2002,30,337069,Female
2002,31,330255,Male
2002,31,333923,Female
2002,32,305473,Male
2002,32,312433,Female
2002,33,310068,Male
2002,33,318016,Female
2002,34,306126,Male
2002,34,316619,Female
2002,35,315246,Male
2002,35,328313,Female
2002,36,311276,Male
2002,36,327117,Female
2002,37,327768,Male
2002,37,346457,Female
2002,38,349143,Male
2002,38,372024,Female
2002,39,356964,Male
2002,39,382771,Female
2002,40,369648,Male
2002,40,396724,Female
2002,41,385094,Male
2002,41,414439,Female
2002,42,366007,Male
2002,42,399853,Female
2002,43,363359,Male
2002,43,398058,Female
2002,44,349330,Male
2002,44,385819,Female
2002,45,344061,Male
2002,45,385203,Female
2002,46,324947,Male
2002,46,366721,Female
2002,47,331211,Male
2002,47,376647,Female
2002,48,303567,Male
2002,48,348994,Female
2002,49,319408,Male
2002,49,369660,Female
2002,50,316129,Male
2002,50,366260,Female
2002,51,312472,Male
2002,51,366461,Female
2002,52,323229,Male
2002,52,386388,Female
2002,53,261932,Male
2002,53,313385,Female
2002,54,240788,Male
2002,54,295544,Female
2002,55,221485,Male
2002,55,279364,Female
2002,56,146084,Male
2002,56,190689,Female
2002,57,171337,Male
2002,57,225037,Female
2002,58,153392,Male
2002,58,204736,Female
2002,59,200554,Male
2002,59,270033,Female
2002,60,258826,Male
2002,60,350920,Female
2002,61,264158,Male
2002,61,365121,Female
2002,62,282968,Male
2002,62,401709,Female
2002,63,291022,Male
2002,63,418211,Female
2002,64,301358,Male
2002,64,429757,Female
2002,65,240040,Male
2002,65,344728,Female
2002,66,200486,Male
2002,66,287974,Female
2002,67,147240,Male
2002,67,213973,Female
2002,68,126974,Male
2002,68,194033,Female
2002,69,153893,Male
2002,69,248830,Female
2002,70,161253,Male
2002,70,260677,Female
2002,71,183535,Male
2002,71,311727,Female
2002,72,160182,Male
2002,72,285186,Female
2002,73,159979,Male
2002,73,298412,Female
2002,74,141638,Male
2002,74,276475,Female
2002,75,116753,Male
2002,75,263130,Female
2002,76,98519,Male
2002,76,244605,Female
2002,77,82195,Male
2002,77,224247,Female
2002,78,66164,Male
2002,78,189235,Female
2002,79,52524,Male
2002,79,163548,Female
2003,0,199843,Male
2003,0,187485,Female
2003,1,191369,Male
2003,1,180303,Female
2003,2,196710,Male
2003,2,185668,Female
2003,3,198668,Male
2003,3,188445,Female
2003,4,209971,Male
2003,4,201078,Female
2003,5,219654,Male
2003,5,209152,Female
2003,6,237418,Male
2003,6,225813,Female
2003,7,246624,Male
2003,7,234581,Female
2003,8,256753,Male
2003,8,243886,Female
2003,9,271680,Male
2003,9,258693,Female
2003,10,292877,Male
2003,10,278477,Female
2003,11,314397,Male
2003,11,298595,Female
2003,12,330703,Male
2003,12,314131,Female
2003,13,346266,Male
2003,13,329752,Female
2003,14,368662,Male
2003,14,351823,Female
2003,15,382274,Male
2003,15,364106,Female
2003,16,405055,Male
2003,16,387397,Female
2003,17,393133,Male
2003,17,377188,Female
2003,18,402931,Male
2003,18,386329,Female
2003,19,411002,Male
2003,19,392925,Female
2003,20,376783,Male
2003,20,357685,Female
2003,21,362135,Male
2003,21,350708,Female
2003,22,370022,Male
2003,22,359067,Female
2003,23,350667,Male
2003,23,340520,Female
2003,24,347170,Male
2003,24,340727,Female
2003,25,335314,Male
2003,25,331647,Female
2003,26,352707,Male
2003,26,349165,Female
2003,27,344541,Male
2003,27,344768,Female
2003,28,335554,Male
2003,28,336870,Female
2003,29,326719,Male
2003,29,328557,Female
2003,30,335508,Male
2003,30,341016,Female
2003,31,333130,Male
2003,31,337100,Female
2003,32,330270,Male
2003,32,335038,Female
2003,33,303556,Male
2003,33,311489,Female
2003,34,308873,Male
2003,34,317835,Female
2003,35,304369,Male
2003,35,316108,Female
2003,36,313404,Male
2003,36,327661,Female
2003,37,309606,Male
2003,37,326993,Female
2003,38,323971,Male
2003,38,343820,Female
2003,39,344870,Male
2003,39,369825,Female
2003,40,353497,Male
2003,40,381391,Female
2003,41,366619,Male
2003,41,395963,Female
2003,42,380123,Male
2003,42,412071,Female
2003,43,362087,Male
2003,43,398323,Female
2003,44,359315,Male
2003,44,397133,Female
2003,45,344795,Male
2003,45,384235,Female
2003,46,340918,Male
2003,46,385168,Female
2003,47,318594,Male
2003,47,363531,Female
2003,48,327352,Male
2003,48,376976,Female
2003,49,298487,Male
2003,49,347402,Female
2003,50,311742,Male
2003,50,365487,Female
2003,51,310898,Male
2003,51,364832,Female
2003,52,306216,Male
2003,52,363888,Female
2003,53,316243,Male
2003,53,382611,Female
2003,54,261809,Male
2003,54,319721,Female
2003,55,231387,Male
2003,55,288099,Female
2003,56,219489,Male
2003,56,281850,Female
2003,57,141674,Male
2003,57,188214,Female
2003,58,165331,Male
2003,58,221583,Female
2003,59,147460,Male
2003,59,200308,Female
2003,60,189976,Male
2003,60,261677,Female
2003,61,246700,Male
2003,61,343151,Female
2003,62,252400,Male
2003,62,356240,Female
2003,63,268321,Male
2003,63,391365,Female
2003,64,278182,Male
2003,64,411225,Female
2003,65,288136,Male
2003,65,422361,Female
2003,66,230245,Male
2003,66,341267,Female
2003,67,191984,Male
2003,67,284033,Female
2003,68,142118,Male
2003,68,212811,Female
2003,69,117836,Male
2003,69,184309,Female
2003,70,143380,Male
2003,70,240252,Female
2003,71,147656,Male
2003,71,245348,Female
2003,72,171190,Male
2003,72,300347,Female
2003,73,147860,Male
2003,73,272509,Female
2003,74,147046,Male
2003,74,285219,Female
2003,75,130571,Male
2003,75,261208,Female
2003,76,107181,Male
2003,76,250343,Female
2003,77,89195,Male
2003,77,229108,Female
2003,78,74152,Male
2003,78,210796,Female
2003,79,59428,Male
2003,79,175824,Female
2004,0,208263,Male
2004,0,197084,Female
2004,1,199124,Male
2004,1,186965,Female
2004,2,190979,Male
2004,2,179999,Female
2004,3,196416,Male
2004,3,185434,Female
2004,4,198398,Male
2004,4,188220,Female
2004,5,209706,Male
2004,5,200882,Female
2004,6,219487,Male
2004,6,208905,Female
2004,7,237154,Male
2004,7,225572,Female
2004,8,246357,Male
2004,8,234412,Female
2004,9,256497,Male
2004,9,243634,Female
2004,10,271428,Male
2004,10,258466,Female
2004,11,292600,Male
2004,11,278266,Female
2004,12,314109,Male
2004,12,298295,Female
2004,13,330399,Male
2004,13,313882,Female
2004,14,345912,Male
2004,14,329456,Female
2004,15,368256,Male
2004,15,351498,Female
2004,16,381841,Male
2004,16,363789,Female
2004,17,404562,Male
2004,17,387068,Female
2004,18,392771,Male
2004,18,376976,Female
2004,19,402400,Male
2004,19,385886,Female
2004,20,410330,Male
2004,20,392490,Female
2004,21,375915,Male
2004,21,357234,Female
2004,22,361177,Male
2004,22,350130,Female
2004,23,368816,Male
2004,23,358352,Female
2004,24,349258,Male
2004,24,339803,Female
2004,25,345601,Male
2004,25,339938,Female
2004,26,333790,Male
2004,26,330936,Female
2004,27,350962,Male
2004,27,348360,Female
2004,28,342801,Male
2004,28,343982,Female
2004,29,333851,Male
2004,29,336003,Female
2004,30,324788,Male
2004,30,327864,Female
2004,31,333629,Male
2004,31,340227,Female
2004,32,331285,Male
2004,32,336367,Female
2004,33,328380,Male
2004,33,334306,Female
2004,34,301726,Male
2004,34,310714,Female
2004,35,306763,Male
2004,35,317028,Female
2004,36,302238,Male
2004,36,315267,Female
2004,37,311030,Male
2004,37,326776,Female
2004,38,307179,Male
2004,38,326123,Female
2004,39,321179,Male
2004,39,342868,Female
2004,40,341443,Male
2004,40,368636,Female
2004,41,350055,Male
2004,41,380227,Female
2004,42,362809,Male
2004,42,394693,Female
2004,43,375856,Male
2004,43,410632,Female
2004,44,357745,Male
2004,44,396841,Female
2004,45,354444,Male
2004,45,395422,Female
2004,46,339976,Male
2004,46,382533,Female
2004,47,335886,Male
2004,47,383480,Female
2004,48,313609,Male
2004,48,361572,Female
2004,49,321816,Male
2004,49,374926,Female
2004,50,292653,Male
2004,50,345168,Female
2004,51,305686,Male
2004,51,363020,Female
2004,52,304490,Male
2004,52,362341,Female
2004,53,299477,Male
2004,53,361069,Female
2004,54,309125,Male
2004,54,379585,Female
2004,55,255360,Male
2004,55,317018,Female
2004,56,225431,Male
2004,56,285329,Female
2004,57,213658,Male
2004,57,278933,Female
2004,58,137588,Male
2004,58,186112,Female
2004,59,160252,Male
2004,59,218937,Female
2004,60,142367,Male
2004,60,197881,Female
2004,61,183171,Male
2004,61,258055,Female
2004,62,237561,Male
2004,62,338412,Female
2004,63,242291,Male
2004,63,350689,Female
2004,64,256956,Male
2004,64,384751,Female
2004,65,265819,Male
2004,65,403429,Female
2004,66,274695,Male
2004,66,413535,Female
2004,67,219160,Male
2004,67,333646,Female
2004,68,181880,Male
2004,68,276796,Female
2004,69,134068,Male
2004,69,206733,Female
2004,70,110493,Male
